id,class
6660,A
7516,A
2922,A
4924,A
9757,A
10476,A
11597,A
10849,A
1058,A
11812,A
859,A
8037,A
10526,A
2250,A
6280,A
2255,A
12226,A
7024,A
162,A
8234,A
12874,A
12174,A
185,A
12536,A
10313,A
5754,A
9369,A
8447,A
6848,A
9258,A
2017,A
13291,A
10370,A
8114,A
9372,A
6306,A
5742,A
4140,A
6932,A
7437,A
10095,A
6611,A
8081,A
8851,A
1919,A
12322,A
10728,A
10972,A
6498,A
13127,A
10762,A
11994,A
7048,A
2812,A
12864,A
5235,A
12710,A
6452,A
4343,A
9338,A
12594,A
2645,A
12615,A
7861,A
6799,A
3940,A
6323,A
12807,A
525,A
2999,A
10940,A
11515,A
11532,A
4893,A
10169,A
7055,A
10806,A
6140,A
6486,A
12525,A
3086,A
3689,A
11102,A
2744,A
13111,A
7069,A
4138,A
3728,A
5718,A
10695,A
5521,A
9817,A
13269,A
1161,A
1283,A
3124,A
136,A
1192,A
12079,A
1106,A
8334,A
6261,A
9140,A
4002,A
3483,A
4504,A
10579,A
10196,A
8181,A
5896,A
4479,A
6833,A
3508,A
6190,A
5322,A
5452,A
706,A
10464,A
10356,A
12054,A
4382,A
5087,A
1880,A
264,A
13169,A
8404,A
12546,A
6722,A
5949,A
12076,A
7561,A
4866,A
11890,A
13290,A
6174,A
7685,A
9120,A
9579,A
3356,A
3103,A
2603,A
6276,A
10633,A
9974,A
7176,A
106,A
2900,A
10870,A
3080,A
7135,A
5393,A
1141,A
9770,A
3214,A
8704,A
8590,A
5309,A
6285,A
1733,A
5774,A
11144,A
10120,A
9557,A
7133,A
6592,A
8049,A
2919,A
4340,A
10635,A
8230,A
1354,A
6253,A
12417,A
200,A
6716,A
6979,A
1615,A
466,A
4373,A
7282,A
3572,A
6205,A
8172,A
9110,A
4617,A
5544,A
12227,A
84,A
8171,A
3298,A
6060,A
10584,A
10492,A
5508,A
2213,A
1912,A
6389,A
8343,A
3995,A
4880,A
12357,A
11047,A
6433,A
11231,A
13355,A
153,A
2585,A
13064,A
11155,A
9019,A
7996,A
11089,A
5917,A
8888,A
5063,A
6413,A
5626,A
8211,A
1158,A
593,A
3982,A
3281,A
11423,A
7158,A
8213,A
8860,A
666,A
2761,A
10407,A
9680,A
10398,A
5821,A
4858,A
5674,A
10824,A
5060,A
1909,A
2822,A
2549,A
7860,A
11387,A
8143,A
1308,A
1918,A
517,A
1375,A
8904,A
11639,A
12211,A
2393,A
12739,A
13297,A
8620,A
12394,A
9544,A
3382,A
3122,A
13099,A
2190,A
9752,A
13273,A
2618,A
8144,A
6268,A
2655,A
2264,A
13349,A
1848,A
7933,A
9539,A
5876,A
1110,A
5804,A
12353,A
3243,A
8254,A
9243,A
1025,A
13362,A
4110,A
9083,A
11443,A
11579,A
11470,A
10942,A
6591,A
10592,A
7233,A
12684,A
625,A
13076,A
2,A
8622,A
9118,A
3260,A
3984,A
2513,A
11072,A
10026,A
10949,A
10078,A
5337,A
10056,A
11916,A
12041,A
12519,A
12553,A
1015,A
3657,A
8484,A
11972,A
12542,A
4876,A
6999,A
13094,A
1219,A
3105,A
376,A
9261,A
3059,A
12862,A
6014,A
9942,A
6017,A
8023,A
4938,A
8794,A
6358,A
2546,A
10782,A
8599,A
3347,A
4742,A
12245,A
3808,A
6260,A
11505,A
6307,A
8937,A
11428,A
9365,A
13078,A
10527,A
3906,A
272,A
1156,A
8581,A
4145,A
4656,A
6429,A
3636,A
1239,A
8365,A
11644,A
3509,A
4520,A
1982,A
2700,A
4173,A
4753,A
13086,A
6650,A
6635,A
5699,A
845,A
6468,A
38,A
1281,A
8870,A
7946,A
12024,A
4581,A
9986,A
12894,A
8401,A
2268,A
7118,A
6951,A
1609,A
1749,A
5324,A
12474,A
2721,A
5323,A
10007,A
8549,A
356,A
3107,A
5753,A
4467,A
4545,A
5536,A
6922,A
2912,A
2642,A
11100,A
6641,A
1148,A
11090,A
12091,A
6192,A
375,A
9783,A
3682,A
5757,A
11369,A
11697,A
175,A
166,A
11504,A
11795,A
6197,A
4170,A
1202,A
3246,A
11616,A
11206,A
13211,A
3068,A
1759,A
12100,A
96,A
5292,A
2162,A
4329,A
1782,A
180,A
807,A
3564,A
7057,A
785,A
2776,A
10474,A
12785,A
12244,A
7951,A
2025,A
1467,A
9600,A
9393,A
383,A
5769,A
2675,A
9320,A
3801,A
3752,A
8987,A
8449,A
3758,A
12220,A
6356,A
9430,A
7146,A
5535,A
9810,A
6643,A
2850,A
13004,A
7663,A
8320,A
767,A
10516,A
5641,A
13335,A
4062,A
11064,A
5830,A
5402,A
11631,A
6606,A
8399,A
11626,A
13321,A
13114,A
5828,A
3933,A
1535,A
3251,A
2955,A
11086,A
2997,A
4629,A
12618,A
7508,A
12619,A
1338,A
2293,A
4564,A
11252,A
12418,A
3035,A
562,A
6523,A
12208,A
4142,A
2807,A
1567,A
5792,A
8777,A
8623,A
739,A
658,A
8756,A
12116,A
9785,A
4583,A
5560,A
1807,A
7406,A
2617,A
935,A
10360,A
9342,A
5311,A
7121,A
7493,A
5493,A
8881,A
6839,A
9227,A
2468,A
9904,A
4935,A
4369,A
4141,A
4547,A
12725,A
4527,A
533,A
11596,A
1954,A
10727,A
4423,A
9383,A
1850,A
12662,A
1456,A
5593,A
11190,A
12518,A
2394,A
12177,A
5068,A
1778,A
11941,A
5541,A
5464,A
3998,A
6349,A
283,A
7625,A
6786,A
5360,A
7597,A
12651,A
2411,A
11203,A
9251,A
1962,A
635,A
9266,A
9354,A
11684,A
502,A
10432,A
3024,A
8285,A
12532,A
9206,A
5529,A
11118,A
6765,A
5744,A
11949,A
9888,A
6624,A
3864,A
2472,A
12223,A
8340,A
11951,A
11685,A
3391,A
9854,A
11919,A
6049,A
2691,A
12425,A
3278,A
3440,A
3123,A
1892,A
3150,A
10614,A
640,A
3946,A
7696,A
2068,A
677,A
7591,A
11993,A
8284,A
10194,A
2224,A
599,A
12547,A
4392,A
7064,A
12401,A
6102,A
1001,A
4414,A
12103,A
9816,A
12107,A
11859,A
10926,A
5870,A
6668,A
10401,A
12132,A
4134,A
312,A
3329,A
10792,A
13128,A
1240,A
2589,A
10717,A
13175,A
9293,A
6874,A
4793,A
12126,A
8454,A
7863,A
950,A
1587,A
4988,A
1303,A
6199,A
6023,A
1806,A
11622,A
2474,A
3730,A
7661,A
5836,A
6002,A
2189,A
10750,A
7767,A
3117,A
606,A
7261,A
13249,A
2377,A
9273,A
1945,A
12097,A
6645,A
3099,A
2144,A
229,A
2894,A
1479,A
12016,A
789,A
6658,A
10305,A
12485,A
7480,A
11049,A
3387,A
7657,A
11170,A
11236,A
2605,A
6166,A
8116,A
2594,A
12699,A
3878,A
8400,A
9702,A
5321,A
8190,A
3012,A
2232,A
10183,A
10910,A
12570,A
11310,A
11001,A
11220,A
10700,A
5478,A
2897,A
689,A
7026,A
8628,A
1669,A
5893,A
4790,A
9125,A
10519,A
10652,A
8064,A
933,A
11051,A
2242,A
9990,A
6683,A
3994,A
7183,A
6734,A
123,A
3959,A
10892,A
12948,A
4875,A
11136,A
9884,A
5617,A
2154,A
13220,A
5418,A
7028,A
2071,A
9160,A
1042,A
1687,A
5591,A
3708,A
5873,A
3473,A
817,A
7265,A
7344,A
4659,A
9366,A
8826,A
2185,A
8839,A
10729,A
6628,A
3533,A
6444,A
1222,A
103,A
11884,A
13344,A
12957,A
12799,A
8388,A
7577,A
9230,A
9744,A
1871,A
9719,A
4235,A
9567,A
7145,A
5784,A
6936,A
8293,A
4986,A
7266,A
783,A
9638,A
5208,A
4912,A
1301,A
5173,A
3441,A
2838,A
3306,A
6050,A
11323,A
6828,A
6789,A
9244,A
11433,A
2508,A
2574,A
6110,A
12249,A
3913,A
3898,A
5787,A
504,A
563,A
8446,A
11430,A
8227,A
10472,A
3474,A
4883,A
3439,A
9519,A
10086,A
2660,A
12902,A
3378,A
8908,A
6671,A
3407,A
3129,A
12572,A
10296,A
5410,A
303,A
7866,A
11539,A
8099,A
3177,A
4846,A
5503,A
13013,A
2302,A
9166,A
1996,A
10274,A
10319,A
7536,A
7752,A
9695,A
3621,A
10212,A
5336,A
8253,A
4558,A
10884,A
11638,A
6217,A
1600,A
7035,A
10053,A
6865,A
12767,A
2054,A
119,A
13300,A
1190,A
5589,A
11906,A
4925,A
10637,A
4789,A
10845,A
1501,A
7444,A
12376,A
8034,A
12762,A
12217,A
7195,A
12945,A
3461,A
7716,A
93,A
4420,A
1835,A
1302,A
2960,A
7409,A
10947,A
3240,A
5396,A
8390,A
5450,A
5089,A
9560,A
7792,A
1461,A
3577,A
5838,A
6016,A
231,A
1718,A
6222,A
8994,A
5880,A
6581,A
1382,A
6064,A
7427,A
3034,A
5782,A
6262,A
13351,A
4298,A
1014,A
12007,A
4393,A
6900,A
1104,A
314,A
400,A
13153,A
8659,A
6801,A
5135,A
8094,A
1206,A
11989,A
8978,A
5883,A
7090,A
5407,A
9404,A
4643,A
1677,A
2440,A
4385,A
8021,A
291,A
6962,A
7236,A
2340,A
1368,A
7724,A
6290,A
5174,A
6779,A
181,A
1328,A
8286,A
2469,A
2081,A
5448,A
13256,A
2616,A
7616,A
5599,A
9436,A
9906,A
11027,A
8514,A
4855,A
3610,A
6496,A
4862,A
8241,A
1819,A
6463,A
10834,A
1678,A
2455,A
13267,A
8920,A
8707,A
9895,A
631,A
12842,A
8110,A
9721,A
2857,A
6430,A
9869,A
6558,A
212,A
7251,A
3670,A
5497,A
1992,A
7323,A
7604,A
9601,A
9271,A
12470,A
8039,A
9568,A
3788,A
11193,A
3223,A
8179,A
8827,A
3780,A
12692,A
10861,A
11623,A
11435,A
1682,A
9667,A
7132,A
10829,A
11546,A
13242,A
3503,A
1972,A
3334,A
12225,A
10146,A
275,A
12090,A
4178,A
4612,A
4454,A
8626,A
8515,A
7967,A
4157,A
3067,A
6339,A
7976,A
5291,A
6855,A
1622,A
9199,A
5902,A
6202,A
13233,A
11536,A
8644,A
11507,A
13047,A
11860,A
5670,A
4302,A
701,A
6585,A
8901,A
3720,A
3876,A
2122,A
12817,A
12293,A
9093,A
9718,A
1847,A
10617,A
1057,A
5265,A
2608,A
12940,A
4225,A
6311,A
725,A
5570,A
10713,A
12001,A
10279,A
2961,A
4280,A
7231,A
2196,A
4578,A
13181,A
5362,A
9961,A
297,A
8813,A
11911,A
6178,A
5389,A
3082,A
11192,A
11923,A
10035,A
8409,A
8966,A
6812,A
12847,A
51,A
13322,A
3762,A
8553,A
6516,A
4531,A
12597,A
10075,A
1502,A
8840,A
9889,A
4041,A
13080,A
11727,A
5162,A
11858,A
5972,A
3038,A
5598,A
12696,A
9966,A
12849,A
5040,A
11410,A
10032,A
3910,A
1837,A
12334,A
2120,A
1353,A
11696,A
2100,A
8672,A
11034,A
7844,A
4828,A
4704,A
7826,A
5707,A
620,A
6685,A
10742,A
6066,A
354,A
12554,A
4687,A
12882,A
2739,A
6666,A
3672,A
11390,A
2369,A
6531,A
3638,A
3839,A
2976,A
4683,A
736,A
2176,A
8706,A
11107,A
3715,A
18,A
2868,A
1379,A
8246,A
4240,A
12508,A
10606,A
10020,A
10869,A
9138,A
10694,A
3775,A
8185,A
7974,A
3069,A
13223,A
9431,A
5524,A
442,A
11558,A
6994,A
11218,A
9534,A
12562,A
7818,A
6278,A
1630,A
1414,A
11964,A
11569,A
11709,A
12005,A
1944,A
5200,A
5350,A
1241,A
9186,A
10009,A
6738,A
3161,A
7187,A
2171,A
1211,A
11127,A
5031,A
5745,A
11151,A
2733,A
2933,A
11166,A
13021,A
6248,A
5103,A
12428,A
2512,A
1032,A
3380,A
12760,A
2846,A
849,A
4760,A
578,A
1976,A
5397,A
2136,A
10104,A
4446,A
12697,A
2244,A
4399,A
11389,A
5155,A
12037,A
5970,A
1260,A
4005,A
13134,A
13024,A
9421,A
10688,A
9165,A
12858,A
7338,A
6010,A
5631,A
11361,A
7462,A
9647,A
1898,A
5904,A
7704,A
1922,A
6810,A
4327,A
10503,A
2471,A
12608,A
10098,A
896,A
3578,A
6257,A
8753,A
12527,A
10005,A
13149,A
11995,A
2259,A
4779,A
11856,A
8816,A
11398,A
1547,A
6362,A
10531,A
12907,A
13176,A
4698,A
11914,A
10021,A
13204,A
9728,A
6571,A
12743,A
6609,A
3092,A
966,A
8912,A
3824,A
11112,A
1506,A
9681,A
2819,A
1602,A
5239,A
9044,A
5671,A
6510,A
2292,A
8750,A
3494,A
7343,A
3314,A
12510,A
4949,A
1011,A
5383,A
12481,A
1435,A
6752,A
10481,A
410,A
607,A
12089,A
11520,A
6507,A
8793,A
7477,A
12123,A
10939,A
11109,A
4122,A
1129,A
12716,A
456,A
11429,A
6117,A
13196,A
6101,A
3695,A
4058,A
7009,A
273,A
1334,A
4601,A
8086,A
909,A
10950,A
4817,A
7614,A
11803,A
5542,A
5901,A
9771,A
10812,A
8413,A
6753,A
10759,A
5302,A
2156,A
11735,A
4881,A
10220,A
1101,A
8258,A
3956,A
7356,A
7166,A
7349,A
8849,A
8764,A
8471,A
11533,A
7513,A
8999,A
5318,A
11351,A
11648,A
4614,A
9054,A
10510,A
12447,A
10578,A
7526,A
4359,A
3427,A
9489,A
12319,A
5277,A
114,A
6982,A
844,A
6619,A
2782,A
9378,A
1200,A
1789,A
2222,A
13215,A
8991,A
6760,A
9537,A
4072,A
8540,A
1528,A
1754,A
12822,A
691,A
6028,A
2011,A
5442,A
10907,A
12985,A
1424,A
591,A
3973,A
1224,A
6324,A
5199,A
5297,A
756,A
6203,A
6232,A
7756,A
5406,A
495,A
11024,A
4063,A
638,A
2363,A
1542,A
11438,A
4376,A
12734,A
8065,A
1287,A
12919,A
9237,A
7927,A
9976,A
4048,A
2412,A
10268,A
12838,A
10439,A
8958,A
9348,A
12955,A
9864,A
4334,A
12720,A
10214,A
5148,A
1183,A
6071,A
9371,A
7949,A
2984,A
7702,A
9791,A
12181,A
9047,A
9000,A
9827,A
12700,A
4987,A
307,A
3513,A
1580,A
11313,A
7744,A
7820,A
4725,A
7806,A
3426,A
6617,A
2140,A
8744,A
2215,A
2163,A
10991,A
10648,A
3044,A
3772,A
2507,A
2869,A
8299,A
7522,A
7601,A
11463,A
242,A
4130,A
6740,A
10352,A
12727,A
7998,A
11370,A
10541,A
11169,A
11021,A
1480,A
6544,A
8205,A
12033,A
7872,A
1181,A
5722,A
11641,A
5729,A
1515,A
458,A
4836,A
4631,A
9637,A
444,A
9399,A
8678,A
5003,A
6053,A
10732,A
5233,A
5734,A
1475,A
4202,A
967,A
11766,A
508,A
12779,A
3054,A
12478,A
2779,A
11303,A
7397,A
4455,A
6541,A
471,A
1070,A
3813,A
10357,A
5764,A
1536,A
11555,A
5826,A
8949,A
9041,A
9968,A
9599,A
1986,A
310,A
12576,A
6032,A
10230,A
4212,A
7402,A
9300,A
6920,A
13066,A
663,A
9466,A
11312,A
482,A
10655,A
6630,A
9004,A
7847,A
488,A
7277,A
1798,A
11660,A
9750,A
2029,A
10844,A
7267,A
4309,A
6988,A
545,A
8962,A
7950,A
3467,A
13364,A
9135,A
2787,A
8951,A
5829,A
2555,A
5032,A
6353,A
5875,A
7583,A
6367,A
3239,A
4516,A
1913,A
9427,A
11899,A
3373,A
5633,A
5331,A
9213,A
8533,A
3164,A
5620,A
12106,A
2627,A
1551,A
2907,A
10168,A
11163,A
7037,A
6008,A
8606,A
4769,A
7051,A
3424,A
6692,A
10497,A
9952,A
11778,A
4533,A
5645,A
5509,A
9156,A
336,A
10743,A
4264,A
9113,A
2219,A
10143,A
12198,A
5010,A
13041,A
11346,A
4871,A
5924,A
6807,A
4313,A
4999,A
2473,A
10252,A
2590,A
8719,A
52,A
3594,A
535,A
3332,A
3118,A
7319,A
11023,A
6317,A
70,A
2018,A
2304,A
3338,A
11456,A
12120,A
4282,A
3036,A
1705,A
12154,A
4307,A
2396,A
3203,A
10543,A
6258,A
7910,A
621,A
1370,A
9217,A
3271,A
193,A
10548,A
9768,A
5546,A
8726,A
3367,A
11525,A
4003,A
911,A
10178,A
8176,A
5918,A
11658,A
584,A
6853,A
10567,A
348,A
11475,A
33,A
12147,A
12499,A
1369,A
10786,A
12872,A
7260,A
9812,A
5812,A
10109,A
12704,A
11608,A
8328,A
1990,A
10720,A
7673,A
4524,A
10229,A
1758,A
7959,A
1107,A
3261,A
5301,A
6241,A
6899,A
9997,A
831,A
7442,A
5777,A
4396,A
3518,A
12269,A
4713,A
7713,A
2637,A
9844,A
10613,A
11460,A
11238,A
12646,A
8177,A
860,A
10232,A
2611,A
12702,A
13372,A
8395,A
8368,A
8001,A
2770,A
197,A
112,A
12746,A
3109,A
9584,A
3042,A
9344,A
2583,A
812,A
6121,A
8588,A
1964,A
11677,A
4150,A
11905,A
12845,A
11357,A
13304,A
10841,A
1625,A
10840,A
12843,A
2547,A
892,A
7506,A
2519,A
6107,A
11962,A
13067,A
9542,A
13280,A
6835,A
2241,A
9573,A
9144,A
5566,A
7366,A
10654,A
11205,A
5963,A
64,A
12977,A
3978,A
6880,A
9820,A
13228,A
749,A
10240,A
13339,A
9779,A
11268,A
2688,A
12205,A
2252,A
2345,A
7160,A
3737,A
6021,A
6087,A
9030,A
7256,A
3003,A
2814,A
6905,A
12055,A
7093,A
7498,A
5995,A
11152,A
9782,A
6216,A
3317,A
1773,A
8295,A
8465,A
11360,A
9959,A
2681,A
12465,A
13243,A
1495,A
926,A
12555,A
8487,A
10957,A
10042,A
6275,A
8451,A
7075,A
10816,A
13063,A
4317,A
9497,A
4195,A
11816,A
12308,A
8598,A
12445,A
10428,A
11931,A
7292,A
10891,A
1019,A
2623,A
839,A
8066,A
3365,A
6245,A
2923,A
4751,A
1702,A
3269,A
1115,A
226,A
1469,A
4316,A
10290,A
6618,B
12768,B
6221,B
9795,B
8303,B
6079,B
4942,B
9157,B
8439,B
6204,B
5092,B
5467,B
10164,B
8403,B
2930,B
12260,B
1416,B
232,B
6115,B
6506,B
1987,B
4308,B
227,B
11863,B
2944,B
12653,B
10394,B
2132,B
12871,B
5685,B
380,B
6481,B
782,B
10247,B
7054,B
9922,B
9980,B
2609,B
4955,B
12345,B
12360,B
12617,B
5246,B
7481,B
11472,B
2115,B
4567,B
12383,B
10493,B
2921,B
6509,B
7791,B
5084,B
7923,B
5851,B
10072,B
9640,B
12109,B
7759,B
8519,B
567,B
5684,B
11347,B
8074,B
1732,B
9873,B
9865,B
9694,B
11340,B
6776,B
6676,B
10894,B
4430,B
11674,B
11619,B
9501,B
3722,B
11160,B
3581,B
11271,B
4337,B
6076,B
7963,B
209,B
3254,B
12832,B
5664,B
5473,B
388,B
10251,B
3965,B
11281,B
887,B
7652,B
6998,B
2647,B
9424,B
9101,B
11506,B
4352,B
10444,B
397,B
3760,B
9111,B
35,B
2023,B
8968,B
8222,B
10332,B
9587,B
6160,B
6150,B
4632,B
11202,B
10445,B
3220,B
7986,B
4798,B
3627,B
11853,B
1201,B
6849,B
5959,B
11212,B
11115,B
8953,B
1961,B
47,B
4390,B
10059,B
3639,B
1347,B
6172,B
9723,B
13245,B
9314,B
2170,B
4459,B
2732,B
10887,B
9386,B
792,B
3420,B
12324,B
4499,B
12448,B
5289,B
8330,B
2737,B
4325,B
7622,B
8911,B
5601,B
5187,B
10661,B
11055,B
9991,B
12362,B
7569,B
